,arike_abundance,li_complete,li_minimal,li_without_methionine,valgepea_11_abundance,valgepea_21_abundance,valgepea_31_abundance,lu_abundance,valgepea_40_abundance,valgepea_48_abundance,Glucose,LB,Glycerol + AA,Acetate,Fumarate,Glucosamine,Glycerol,Pyruvate,Chemostat µ=0.5,Chemostat µ=0.35,Chemostat µ=0.20,Chemostat µ=0.12,Stationary phase 1 day,Stationary phase 3 days,Osmotic-stress glucose,42°C glucose,pH6 glucose,Xylose,Mannose,Galactose ,Succinate,Fructose,minimal_0.21_1,minimal_0.31_1,minimal_0.41_1,minimal_0.51_1,minimal_0.22_2,minimal_0.26_2,minimal_0.36_2,minimal_0.46_2,minimal_0.51_2,rich_0.22_1,rich_0.25_1,rich_0.35_1,rich_0.45_1,rich_0.55_1,rich_0.65_1,rich_0.74_1,rich_0.82_1,rich_0.22_2,rich_0.42_2,rich_0.53_2,rich_0.63_2,rich_0.73_2,rich_0.78_2,Accession
0,0.01831911495433557,0.03208111107233175,0.02071953477683976,0.032461853003111496,0.01831663226232826,0.022010402498394574,0.0214466854654089,,0.020601304659740645,0.020331062385046974,0.07626186987452867,0.08875464175337006,0.08274399269915778,0.055674118636041894,0.06453872819494438,0.0571850344283786,0.06214500597469906,0.06450760375798116,0.0577273942212556,0.05083696994004541,0.046459449320290336,0.04604462498401329,0.046187435913337335,0.046927673120407416,0.06612061230827003,0.07215542866103382,0.05636645313004123,0.06696841897267612,0.06255409206124762,0.05465907987475025,0.06541824355854432,0.06738601190840018,0.023407503560206315,0.02505076860640728,0.026773949906286794,0.027428405536300687,0.02383867019845043,0.024641300222947915,0.026249656744853102,0.02697393288548722,0.028275092712388424,0.027668606572854408,0.029579979002725618,0.02866393383076428,0.029731297615245886,0.030380097973575472,0.030248851809838977,0.029856219416575475,0.03248066106298746,0.031006229842559803,0.02884107814075071,0.029686638549542593,0.028927789795578362,0.029304390241240486,0.031142384448291392,b3339
1,0.015058418971794083,8.215925377459205e-05,0.00251567565396471,0.00024138158668924516,0.015056378184533594,0.018441897509183836,0.0113574162984467,,0.0061772945531152,0.003262972712772545,0.009353665807815045,0.003338732605142417,0.006338502082237288,0.09938090335966364,0.051819416798860464,0.03170338308709306,0.026808539073757038,0.018485761076913975,0.03832210862534123,0.07226824158143716,0.09073662537213686,0.10804468618349646,0.011158884516662285,0.01086357157275572,0.014726863650478308,0.019281533992198466,0.007638062851679457,0.009487192687795706,0.04986195744012489,0.08334156733377761,0.04444728888587616,0.010612288102939665,0.03929007028543273,0.02851812333340523,0.017360910548924937,0.009800558873495348,0.04056415429187911,0.035404258403083755,0.022482712562489113,0.013433628409690774,0.010219812391747119,0.0318492845013019,0.03320408732220966,0.023799797014572202,0.017404314132449538,0.011521573857700855,0.007183628691328442,0.005026326080537314,0.003014807941015189,0.026150872804342272,0.017181154673000527,0.011532678373083078,0.007678028139112828,0.00553840548847421,0.004076491909676206,b4015
2,0.01235627245861952,0.002782223684801034,0.003639598849702742,0.0020073993071401514,0.012354597878873263,0.012232270987660849,0.010633619594816691,,0.009248896171281747,0.008563444127317058,0.0034970912704893847,0.002893568257790122,0.004027915116298576,0.004906606904092215,0.005464593044243439,0.0043277634055396835,0.004400047868281562,0.004168924242866532,0.0040009524764116,0.003942357178683906,0.0038132353953859604,0.003781564016422277,0.005150822853055365,0.005313542830483851,0.005452803742305376,0.003014493464060893,0.004942275962851444,0.004378704317444164,0.005303499109540542,0.0053252014452231915,0.005103550915914708,0.004398248681446473,0.010502794711578944,0.008819849910163819,0.007329244932110052,0.006413782872171013,0.01053171225516253,0.01001940288150152,0.008003630765493883,0.006652984458010927,0.0063630717832535485,0.011722597762091853,0.012141446501230306,0.010715149757204988,0.009709708675808056,0.008420676485233354,0.00704117115647177,0.006003172088440802,0.0047455143796645664,0.012282261077624566,0.009564875315300815,0.008059126418013379,0.006398052392271134,0.006372421361958722,0.0038729995835930257,b3908
3,0.01192848707907095,0.01982597528795977,0.015277286816705047,0.020558765366191813,0.011926870474797067,0.007425802178369755,0.009389218285419637,0.030679069143279877,0.008096297377173505,0.007273361397359751,0.001744332272268169,0.0018001333296059656,0.0020014678988738697,0.001134295127351108,0.001907896709412588,0.0016698030053086234,0.0018734224428868177,0.0016945280987170639,0.001407660305241318,0.0013257484317698,0.0012978783122849218,0.0014133752553073407,0.003635874955097821,0.0032590714718267163,0.002713521232391287,0.0029543639401767205,0.002430292725534359,0.0021421308376516237,0.0019627479610521904,0.0019861269617854256,0.001971826490239734,0.0017794749252457499,0.00399709663781126,0.003571724238118163,0.0030739844016309113,0.0033004522909320776,0.0037576540119355624,0.003978470379572314,0.0037614716068332422,0.0029808265102075973,0.0029860025468348692,0.0045417535338813046,0.004980676758269989,0.004764390025446404,0.004228355258013986,0.003722522424808562,0.0034509393793304578,0.002846881677779623,0.0014130190117126282,0.004739339776033561,0.004353792887539168,0.0037978052480841006,0.0037484316451965906,0.0031421857153006477,0.003340736572819686,b1094
4,0.01086836392232948,0.0003058673230542073,0.001614795407412393,0.0007416528180797964,0.010866890990896407,0.0,0.0,,0.0,0.0,0.0010617674700763035,0.0016220675906650067,0.0019577540914102625,0.010354345428572276,0.0065009813802206365,0.003632393386890554,0.003243334253424029,0.004202622244829647,0.0051066541041879165,0.005881139659730654,0.004835458136920197,0.0062251327911537315,0.00034437352216978997,0.0003022585560038493,0.0005796287442607828,0.00038242377190341755,0.0008128205922374689,0.0016141106111362085,0.004623563326266085,0.004361902809806736,0.006077865181680305,0.0025340368549984222,0.012879450825800887,0.00916388791954478,0.005206956838366539,0.0030127362492974063,0.013520578524694028,0.012274310889091202,0.006761407804763222,0.003834058651869193,0.003006946062634948,0.014801599560959116,0.013697389825401201,0.011877184927347684,0.009660823705321817,0.007404368866832725,0.005686507545079094,0.00416136006277846,0.002626081554194,0.012092161309154626,0.009664186926959422,0.007149649758717464,0.005423518048216638,0.0045883244276334854,0.0031868480828187475,b2096
5,0.010650268101096722,0.004805125230536347,0.005161444884665636,0.0036689427142083245,0.010648824727027856,0.011481965875586626,0.011456607707166774,0.006071949193363093,0.011001085758261022,0.011273989052464257,0.00884806225063593,0.01224201955218893,0.009055002974624799,0.0060877307293615126,0.0075844782769240926,0.007868660737344841,0.0097073221011573,0.00953172055528374,0.00670525886723811,0.006778262658672648,0.006489391561424916,0.006532934513420644,0.00849848820805402,0.008868221692045488,0.008887640745332343,0.007456060961640121,0.007964824898810157,0.009100836424491818,0.008839165182567537,0.007847095625582882,0.008908016144142123,0.007545619297527442,0.013688262114473618,0.012561807931750178,0.011817608701556436,0.011874068500111228,0.013576328834881336,0.014129374061978775,0.012612163219774682,0.011704801915604128,0.01153331213334833,0.014296139961906925,0.014614687775479855,0.013472001695188272,0.012227817293511356,0.011245074357279618,0.010325525502461512,0.010109636877317425,0.00777339387450972,0.015974263416389405,0.012279524989666038,0.01131848979948176,0.010202086332051198,0.009507066787802498,0.009663326475734601,b4000
6,0.00921092908388212,0.0005279133710168707,0.0028700562441451925,0.0006742994145802672,0.009209680775758403,0.011653101994074476,0.011405809682701109,0.011732871833351434,0.010755940564300744,0.007300552836632879,0.012008084483005905,0.010906526510131943,0.018515919875698294,0.033404471181625095,0.017524384590160032,0.01642354188783025,0.01605790665331634,0.03331288194068879,0.01700737845133913,0.01614821398095558,0.015103628147387315,0.014259385909100936,0.006451461048374946,0.007685792133106009,0.014512186337789149,0.01350909969931578,0.00784228913113617,0.0162698915324642,0.022075248430309807,0.014449479531245809,0.01781603228828435,0.016382467565754708,0.015615562980742577,0.015257849475301156,0.015168606940894122,0.014434808653288573,0.01581270365328402,0.016232456843233895,0.01528812088440862,0.015775381830220096,0.014407314928937164,0.017992404973683346,0.01958341599209278,0.02064585791553385,0.021547685758758678,0.021385302263843588,0.019079194254445254,0.016270398875491168,0.010891502781040117,0.019695397992709217,0.021236114676896813,0.021570898626604933,0.01987277233617274,0.017325590781761775,0.014960456604043486,b3236
7,0.008886353932368727,0.004769447172929544,0.005126966532361227,0.003718501042351377,0.008885616563499874,0.008855105686481731,0.00783251432856752,0.007091730508470147,0.006821125986085175,0.006114122943562702,0.002447963889342549,0.0033665553768519353,0.003590777041661486,0.0033768694387654634,0.004041914510311057,0.002914149354470127,0.004105199299788431,0.004149668241744751,0.003969868494907815,0.004221462111688063,0.0035835224197603224,0.003919760708052407,0.004190124186057905,0.00513617839664294,0.0038684851746591206,0.0019321620341453832,0.0037741016443592393,0.0030092860064003155,0.003222895612720789,0.0032903683726582043,0.003113166058707979,0.0037647394676967646,0.011236848420331328,0.009900410102397797,0.008830609950495717,0.007361431934842556,0.010910400111848722,0.010731738337836671,0.009682971425385108,0.008502370515826262,0.007623001003918014,0.011679961274481959,0.011299139662664933,0.010614641885613622,0.009417395198637359,0.00834634947962567,0.007617826102025963,0.007169496781803489,0.006453800270738519,0.012510289235212507,0.009446816708720883,0.008264950707419044,0.007354545673634654,0.006999243708499422,0.00655293219729647,b1237
8,0.008884952888549204,4.808781677433978e-05,0.0005082891112919725,7.366778507758843e-05,0.008883748758241829,0.0,0.0,0.0038936535339009976,0.0,0.0,0.000459256564437767,0.0014217436343564537,0.0015736970686933182,0.003402885382053324,0.0019314509897756156,0.0015783069502232278,0.0013517672832452192,0.001102406064222119,0.0031483632694515235,0.0055820986600833575,0.004462174551528421,0.0036747756637991063,0.0002616056370130439,0.00014632565791866794,0.0003821256165867557,0.0002413198225218864,0.0002998041782423344,0.0007555411371275349,0.0011422921159010353,0.001780478938494326,0.002018222407657119,0.000827193559354513,0.017660560454424684,0.012991208293535193,0.006908625717780277,0.004219158329222602,0.016210465031940086,0.017143596092689665,0.010812756067634426,0.005684035292014438,0.004174335183165266,0.019366258489901474,0.00996889708757208,0.010361083450973462,0.009130964960487884,0.00840370823752393,0.005897602251940996,0.00453803374993937,0.0020511611860482273,0.010999983086468277,0.015476509531527252,0.011794589091080498,0.009965926238078541,0.00607298354271958,0.004682126608538546,b2093
9,0.008815834726788112,0.0018137084626247953,0.00251567565396471,0.001078706852921758,0.008815106915011278,0.00781600837445913,0.007406592431124146,0.0038129619977375216,0.006744355463560416,0.005823151302794087,0.004255496606258158,0.0021228774814363387,0.0025541353218078893,0.0026952517246232517,0.0029961044621886496,0.004089873662317635,0.0034066349990509335,0.002989494174157189,0.0035258116162828015,0.0037180764289483814,0.0041290907368712,0.004459984138969818,0.00424185411428086,0.00513617839664294,0.004465288103935036,0.0038843672429189602,0.003994666026172457,0.003004993159030307,0.0034767383051431617,0.0040804897253031314,0.002769836269819187,0.0035791253031586608,0.005958544267912319,0.005190425034474615,0.004876780743263339,0.004177326954979625,0.005985460995088489,0.0056177600006284654,0.00526028223562978,0.004894014942901891,0.004314160644067234,0.006487906831160163,0.0061277979400328995,0.005221673821995387,0.004538402479964886,0.0039716327970317974,0.0035887094924429517,0.0034528584482575587,0.0024506020929090694,0.0073079428799166435,0.0048762103838769725,0.004088196442585773,0.0038646282545567274,0.0038198659804885363,0.003643994709612556,b2417
10,0.008695344958312637,0.00017949830224520217,0.0011324539220813807,0.000259942041630897,0.008694166524557432,0.0,0.0,0.0021441650147086626,0.0,0.0,0.0004634699274141882,0.0026793329156268096,0.0012052521200706721,0.004781730376310443,0.0020303789673007397,0.002351448615694913,0.0010251657919913074,0.002368488137979574,0.0013188489295163355,0.001579933281470033,0.0011887646488627462,0.0012374885568691046,0.00016627476928798458,0.00017884247078955116,0.00026920535011222183,0.00031828561309366776,0.0003124662075686304,0.0008585694740085715,0.0012873450829995194,0.002965660967461667,0.0021063746507502426,0.0013759658719020226,0.006771847060736346,0.00785954393059512,0.005895657896271881,0.005732749565393401,0.013405516256208163,0.006819569185449778,0.005081391667835994,0.005537497339862433,0.004375575111071138,0.007195436198841411,0.005423157237692367,0.007030083609949494,0.005168873926570959,0.004780498584254204,0.0058200369740403525,0.004142917822467457,0.003712385539843643,0.0041163325249863195,0.005400947566368218,0.00708235008485415,0.007234833560477014,0.0057042087590845544,0.005017767842860981,b2095
11,0.00846463974270456,0.0040997633835652665,0.00501055766246747,0.003370731693316261,0.008463492575197518,0.008717246035477638,0.007319424223461046,0.0023808569546208023,0.005330736892868234,0.004269288371341292,0.002700765667932106,0.003394378148561454,0.0036844494862265623,0.0023102157639627724,0.0030337913107695963,0.003344180813371527,0.0026536371164378697,0.0030568901780834196,0.002659900702963917,0.0037928366788601547,0.003773035624651507,0.003329283934723985,0.0021209270571403787,0.001869716740072924,0.0023013407920281005,0.0011544868585765167,0.0013029636629335176,0.0022623305640127995,0.0029599871098546396,0.002099774553604234,0.0022919583204198853,0.001605966032307901,0.01173628436029939,0.0110524859480119,0.008405041480141819,0.007170898721571867,0.011577599960038635,0.01163816497676597,0.010046537451557938,0.008884730392859221,0.006720219015517562,0.012232145574472775,0.01229214576852084,0.010989299631507366,0.009954531183126326,0.008657400098564572,0.007955094559383605,0.006969124431114852,0.004154456173722362,0.013221795710103462,0.010471369378316669,0.008334310307220356,0.007386239696240664,0.006515271761759245,0.005676427920761426,b0440
12,0.00822786333721208,9.384880370475989e-05,0.003971586283232009,7.04149218403962e-05,0.008226748258749302,0.009706032497852145,0.008674739562608743,,0.007157615089896849,0.006303998207546732,0.006277910834974922,0.0003422200920270565,0.0008492968307233425,0.0071283684608763435,0.008526649491448771,0.009744329866595656,0.006894920370915524,0.0068840204010382515,0.00852589206960076,0.011214037486774665,0.011313364049563826,0.009485318380062753,0.0045448436938723275,0.0047814495289611155,0.0060539002178350235,0.004690102862967175,0.00522819275409078,0.0049367744755498474,0.00815922939929308,0.00806356722904724,0.009000807978976996,0.006577197569502497,0.006101291913753485,0.005596239979293507,0.0038611049890135717,0.0029118755017287774,0.005735617841172019,0.00603936817195568,0.004795821372261454,0.003139914541517442,0.002806457407259081,0.005832020247551426,0.004737812552271814,0.0036533841400461565,0.003644158268940643,0.0024643841028392103,0.001649617358749923,0.0010118207764648153,0.0001452571563080273,0.0050454366867948965,0.003442103686276372,0.0026532258323677693,0.0018638450433032577,0.0023767923405127404,0.0007873086492727535,b3460
